,PA01H:PM25,RN6:PM25,RUR_N:PM25,RUR-SE:PM25,GON:PM25,RUR_S:PM25,BP_EST:PM25,VITRY:PM25,A1:PM25,AUT:PM25,GEN:PM25,RAMBO:PM25,BOB:PM25,OBJECTID
,PARIS 1er Les Halles,Route Nationale 6 - MELUN,Zone rurale Nord - Saint-Martin-du-Tertre,Zone rurale Sud-Est - Forêt de Fontainebleau,GONESSE,Zone Rurale Sud - Bois Herpin,Boulevard Périphérique Est,VITRY-SUR-SEINE,Autoroute A1 - Saint-Denis,Boulevard Péripherique Auteuil,GENNEVILLIERS,Rambouillet,BOBIGNY,0
,PA01H,RN6,RUR_N,RUR-SE,GON,RUR_S,BP_EST,VITRY,A1,AUT,GEN,RAMBO,BOB,1
,"PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules",2
,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,3
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,4
2020/12/17 02:00:00+00,5.700000,8.200000,4.600000,3.500000,6.900000,4,9.500000,9,9.700000,5.800000,4.700000,,6.800000,8430
2020/12/17 03:00:00+00,7.100000,6.200000,3.400000,1.100000,8.500000,4.300000,9.400000,8.500000,10.500000,3.200000,4.900000,,8.100000,8431
2020/12/17 04:00:00+00,7.100000,4.600000,9.100000,2.200000,7.800000,,9.900000,6.400000,9.700000,4.300000,4.900000,5.900000,8.100000,8432
2020/12/17 05:00:00+00,4.300000,4.300000,7.300000,5,6.600000,,8.700000,7.600000,10.300000,7.100000,4.800000,4.300000,7.900000,8433
2020/12/17 06:00:00+00,4.800000,5.200000,5.500000,6.200000,8.900000,4.900000,15.800000,9.300000,9.100000,14.500000,4.700000,7.100000,6.800000,8434
2020/12/17 07:00:00+00,4.200000,9.900000,7.900000,3.200000,5.400000,3.600000,16.400000,10.400000,12.100000,11.800000,4.800000,4.300000,7.200000,8435
2020/12/17 08:00:00+00,6.300000,8.600000,8,5.400000,2.800000,,15.500000,10.100000,15.300000,18.100000,5.900000,4.100000,10,8436
2020/12/17 09:00:00+00,6.400000,6.200000,8.600000,4.800000,7.200000,2.700000,15.100000,12.800000,,18.100000,6.700000,8.600000,9,8437
2020/12/17 10:00:00+00,5.500000,5.900000,6.600000,3.400000,6.200000,7.300000,13.600000,11.600000,,16.900000,6.600000,7.800000,10.300000,8438
2020/12/17 11:00:00+00,9.900000,8.900000,6.800000,1.900000,5.800000,4.800000,19,10.600000,,15.800000,6.400000,4.200000,10.300000,8439
2020/12/17 12:00:00+00,7.200000,12.900000,7,0,4.800000,3,10.400000,8.600000,,11.200000,6.600000,1,8.100000,8440
2020/12/17 13:00:00+00,5.100000,10.600000,5.600000,0,3.700000,2.100000,9.700000,7.900000,,11.300000,5.100000,4.100000,8.800000,8441
2020/12/17 14:00:00+00,6.800000,8.100000,4.700000,0.600000,6,2.900000,17.500000,7.500000,12.100000,11.700000,4.700000,5,11.300000,8442
2020/12/17 15:00:00+00,4.100000,10.700000,5.500000,1.400000,6.500000,1,13.200000,8.600000,14,17.700000,5,8.100000,10.300000,8443
2020/12/17 16:00:00+00,4.700000,14.400000,8.100000,2,6.900000,0.100000,9.800000,10.600000,14.800000,13.500000,5.400000,6.500000,9.400000,8444
2020/12/17 17:00:00+00,5.400000,15.600000,4.700000,0.100000,4.900000,1.600000,17.800000,12.900000,11.900000,12.500000,5.600000,6.700000,12.500000,8445
2020/12/17 18:00:00+00,7.400000,14.600000,4.800000,1.900000,9.200000,1,19.700000,16,14,16.100000,6.700000,10.100000,13.100000,8446
2020/12/17 19:00:00+00,7.600000,15.900000,9,4.700000,18.300000,0.700000,21.800000,16.200000,14,17.900000,8,9.600000,14.300000,8447
2020/12/17 20:00:00+00,10.100000,17.200000,8.800000,6.900000,17.900000,6.100000,22.400000,15.400000,17.900000,18,8.700000,16.400000,20.700000,8448
2020/12/17 21:00:00+00,14.500000,22.300000,11.100000,4.500000,15.500000,6,17.500000,8.500000,16.700000,11.900000,9.600000,10.100000,14,8449
2020/12/17 22:00:00+00,13.700000,18.300000,11.800000,4.400000,13.300000,4.200000,15.600000,11.500000,17.600000,14.500000,11.300000,11.300000,12.100000,8450
2020/12/17 23:00:00+00,12.400000,14.700000,13.400000,5,10.100000,3,13.800000,10.400000,14.700000,8.200000,12.100000,10.300000,12.900000,8451
2020/12/18 00:00:00+00,12,14.300000,12.500000,4.600000,9.900000,6.900000,13.900000,14.600000,12.100000,5.700000,8.700000,7.200000,11.400000,8452
2020/12/18 01:00:00+00,11.700000,12.800000,8.900000,2.400000,10.300000,6.700000,17.100000,10.400000,10,6.800000,8.600000,7,14.200000,8453
2020/12/18 02:00:00+00,9.300000,12.300000,5.700000,2.700000,9.800000,4.500000,10.300000,6.900000,11.900000,5.500000,9.600000,5.700000,11.800000,8454
2020/12/18 03:00:00+00,7.300000,7,7.900000,5.200000,9.100000,1.600000,9.300000,7.300000,12.400000,6.200000,8.300000,2.400000,7.400000,8455
2020/12/18 04:00:00+00,7,10,4.600000,3.700000,6.700000,1.100000,9.200000,7.800000,11,11.600000,9.200000,3.900000,7.300000,8456
2020/12/18 05:00:00+00,8.800000,9.400000,5.400000,1.900000,8.600000,4.300000,15.500000,7.400000,10.700000,10.700000,8.700000,4,7.300000,8457
2020/12/18 06:00:00+00,8.700000,12.600000,4.600000,2.900000,7.800000,3.300000,17.100000,7.800000,18.200000,8.500000,8,2.700000,7.100000,8458
2020/12/18 07:00:00+00,8,11.400000,5.600000,3.200000,6.500000,2.900000,20.200000,6.700000,11,13.400000,7.100000,5.200000,8.900000,8459
2020/12/18 08:00:00+00,7.100000,9.600000,7.600000,2.800000,9.400000,6.700000,15,7.400000,11.300000,13.900000,8,4.200000,13.100000,8460
2020/12/18 09:00:00+00,9.800000,16.900000,9.200000,4.600000,10.400000,6.300000,24.600000,11,22.700000,14.600000,8.900000,7.900000,14.500000,8461
2020/12/18 10:00:00+00,11.100000,,8.900000,4.400000,11.200000,4.600000,15.900000,10.600000,27.200000,11.600000,9.800000,7.900000,11.500000,8462
2020/12/18 11:00:00+00,12.400000,,9,8,8,7.600000,16.300000,13.500000,30.700000,13.700000,12.800000,7.400000,12,8463
2020/12/18 12:00:00+00,13,8,7.300000,7.500000,8.100000,6.800000,15,9.400000,24.600000,16.100000,12,4.600000,11.600000,8464
2020/12/18 13:00:00+00,13.100000,6.800000,8.200000,7.700000,6.400000,5.600000,17.600000,7.300000,18.400000,17.900000,10.300000,5.800000,9.700000,8465
2020/12/18 14:00:00+00,10.700000,6.200000,6.900000,6.500000,8.100000,8.400000,17,12.500000,18,8.100000,7.500000,8.400000,10.900000,8466
2020/12/18 15:00:00+00,10.500000,8,7.500000,8.600000,16.500000,6.900000,21.100000,9.900000,25.800000,13.400000,7.200000,10.500000,7.300000,8467
2020/12/18 16:00:00+00,11.600000,6,8.100000,5.100000,7.500000,4.600000,18.800000,7.500000,21.400000,14.300000,7.400000,4.600000,7.900000,8468
2020/12/18 17:00:00+00,10.300000,7.100000,10.100000,3.900000,10.800000,2.400000,21.600000,9.900000,19.700000,12.600000,8.200000,5.100000,8.700000,8469
2020/12/18 18:00:00+00,10.400000,19.100000,9.100000,9.300000,14.900000,1.700000,22.900000,14,23.500000,13.100000,7.900000,11.900000,14.100000,8470
2020/12/18 19:00:00+00,13.800000,27.100000,13.800000,7.500000,24.500000,2.600000,25.700000,19.100000,30.300000,12.600000,10.300000,7.700000,13.300000,8471
2020/12/18 20:00:00+00,15.700000,25.600000,10.800000,7.100000,30.500000,4.100000,26.600000,18.200000,31.100000,14.900000,13.100000,11,10,8472
2020/12/18 21:00:00+00,16.100000,20.500000,14.300000,7.700000,27.300000,6.300000,24.200000,22.500000,24.200000,15.700000,15.500000,11.100000,15.300000,8473
2020/12/18 22:00:00+00,18.600000,15.500000,13.100000,7.100000,26,11.500000,22.900000,18.100000,21.500000,17.700000,16.500000,9,11.700000,8474
2020/12/18 23:00:00+00,18.900000,13.200000,9.200000,5.300000,20.600000,11.800000,21.400000,17.600000,13.700000,16.700000,16.900000,9.400000,12.700000,8475
2020/12/19 00:00:00+00,18.500000,9.100000,12.400000,6.800000,17.900000,8.400000,16,16.900000,14.400000,21.200000,15.100000,11.400000,11.800000,8476
2020/12/19 01:00:00+00,15,10.100000,8.400000,4.400000,11.300000,8.800000,16.800000,17.500000,9.600000,11.900000,13.700000,10.400000,10.900000,8477
2020/12/19 02:00:00+00,12.800000,13,6.800000,0.600000,10.300000,7.800000,12.300000,11.700000,13.600000,10.200000,11.500000,9.800000,11.300000,8478
2020/12/19 03:00:00+00,11.300000,12,6.600000,2.900000,9.600000,4.700000,17,10,12.400000,10,10.600000,10.300000,7.100000,8479
2020/12/19 04:00:00+00,10.500000,8.500000,5.700000,5.300000,7.200000,7.400000,11.200000,10,15.600000,12.800000,10.300000,7.500000,11.700000,8480
2020/12/19 05:00:00+00,12,7.800000,,7,4.900000,9.700000,15.400000,13.200000,12,12.200000,,7.400000,9.300000,8481
2020/12/19 06:00:00+00,8.900000,5.200000,,4,4.600000,6.500000,15.400000,11,17.400000,8.300000,,7.800000,9.600000,8482
2020/12/19 07:00:00+00,5.500000,9.400000,6.200000,1.500000,5.700000,3.200000,17.200000,10.800000,23.400000,13.300000,7.800000,6.400000,7.400000,8483
2020/12/19 08:00:00+00,5.400000,7.500000,6.500000,2.100000,4.200000,3.700000,12,8.900000,15.400000,12,5.800000,4.100000,8.600000,8484
2020/12/19 09:00:00+00,7.300000,7,6.800000,3.200000,7.900000,3.500000,12.100000,10.200000,11.800000,9.300000,4.800000,2.100000,8,8485
2020/12/19 10:00:00+00,5.900000,8.200000,4.700000,4.700000,8.900000,6,17.500000,5.200000,13.700000,17.200000,4.500000,9.600000,10.300000,8486
2020/12/19 11:00:00+00,6.900000,8.100000,3.600000,3.500000,9.200000,5.400000,14.900000,7.900000,9.300000,9.400000,5.400000,5.900000,8.800000,8487
2020/12/19 12:00:00+00,6.600000,5.500000,5.900000,2.600000,9.700000,5.900000,22.400000,10.300000,14.900000,11.700000,5.700000,6.500000,10.700000,8488
2020/12/19 13:00:00+00,8.300000,3.600000,4.300000,4.800000,7.600000,2.400000,15.500000,9.200000,9,12.900000,4.700000,4,7.700000,8489
2020/12/19 14:00:00+00,5.300000,5.400000,6.400000,3.800000,7.900000,0.900000,10.300000,7.500000,18.100000,8.900000,4.700000,6.200000,9,8490
2020/12/19 15:00:00+00,5.900000,6.900000,6.900000,2.400000,6.900000,3.200000,15.900000,5.700000,8.400000,18.100000,5.200000,3.600000,7.200000,8491
2020/12/19 16:00:00+00,6.700000,6,6.900000,4.700000,8,3.200000,14.700000,9.500000,12.800000,12.800000,5.100000,6.300000,7.100000,8492
2020/12/19 17:00:00+00,5.100000,4.100000,7.800000,5.100000,7.300000,8.400000,15.700000,10.200000,11.900000,16.700000,4.900000,4.600000,9.700000,8493
2020/12/19 18:00:00+00,6.500000,10.100000,6.100000,8.500000,7.300000,7.300000,21.700000,9.300000,13.600000,13.800000,5.500000,5.500000,10.100000,8494
2020/12/19 19:00:00+00,,6.500000,6,5.600000,13.100000,5,20.700000,11,14.700000,14.400000,6.800000,10.500000,10,8495
2020/12/19 20:00:00+00,8.800000,5.500000,8.900000,3.900000,10.300000,4.300000,19.100000,8.900000,15.800000,13.400000,7.500000,6.400000,14.400000,8496
2020/12/19 21:00:00+00,8.100000,5,9.300000,7.200000,10.300000,4.700000,15,12.500000,14.400000,10.500000,7.700000,8.900000,11.400000,8497
2020/12/19 22:00:00+00,7.100000,6.300000,7.500000,3.900000,12.600000,3.700000,17.600000,11.200000,12.100000,8.900000,7.800000,5.500000,15.300000,8498
2020/12/19 23:00:00+00,8.200000,5.700000,5.700000,0.500000,11.500000,4.900000,12.800000,10,12.400000,10.300000,8.200000,5.800000,11.300000,8499
2020/12/20 00:00:00+00,7.100000,4.700000,6.300000,2.400000,8.400000,6.500000,11.100000,7.900000,17.400000,11.500000,9,6,12,8500
2020/12/20 01:00:00+00,7.900000,4,9.800000,2.400000,8.200000,8.800000,11.300000,16.900000,13.100000,8.800000,9.700000,5.400000,9.400000,8501
2020/12/20 02:00:00+00,7.700000,6,11.400000,1.700000,6.600000,5.400000,9,8.600000,7.900000,4.900000,9.400000,9.600000,8.700000,8502
2020/12/20 03:00:00+00,6.700000,6.300000,11.400000,1.300000,9.100000,2.100000,7.200000,6.400000,5.300000,3.900000,9.900000,9.800000,12.100000,8503
2020/12/20 04:00:00+00,7.700000,5.100000,9.400000,2.300000,7.900000,4.700000,8.300000,6.200000,8.400000,3.400000,10,8.200000,8.500000,8504
2020/12/20 05:00:00+00,6.900000,13.500000,7.200000,3.600000,7.100000,4,13.500000,7,10,13.200000,9.400000,5.200000,9.500000,8505
2020/12/20 06:00:00+00,6.800000,8.100000,7.900000,6.500000,9.500000,3.100000,13.100000,9.700000,10,8.200000,8.800000,5.900000,9.100000,8506
2020/12/20 07:00:00+00,7.600000,6,9,5,7.100000,3.400000,12.400000,9.200000,7.500000,11.200000,8.200000,8.900000,9.800000,8507
2020/12/20 08:00:00+00,6.700000,9.100000,6.300000,2.800000,5.200000,2.300000,12.300000,5.900000,14.100000,10.400000,8.400000,9.800000,7,8508
2020/12/20 09:00:00+00,6.100000,6.600000,9.900000,1.100000,5.500000,2,9.100000,8,10.900000,10.900000,8.200000,7.200000,6.400000,8509
2020/12/20 10:00:00+00,6.100000,3,8.100000,0,4.800000,3,14.100000,8.200000,15.500000,8.200000,7.500000,7.300000,9.100000,8510
2020/12/20 11:00:00+00,6.100000,11.300000,4.500000,0,4.100000,4.400000,14.100000,8.800000,15,10.500000,6.500000,11.200000,10.500000,8511
2020/12/20 12:00:00+00,5.200000,14.200000,2.200000,3,9.600000,4.700000,8.900000,7.300000,17.100000,13.200000,6.100000,6.500000,8.500000,8512
2020/12/20 13:00:00+00,6,9.900000,7.200000,4.700000,9,5.100000,15.500000,5.800000,10.300000,10.600000,5.500000,1,10,8513
2020/12/20 14:00:00+00,6.100000,9.700000,4.800000,4.100000,8.700000,4.600000,8.400000,4.600000,9.500000,10,4.600000,5.200000,7,8514
2020/12/20 15:00:00+00,4.900000,7.400000,3.300000,5.400000,6.700000,5.800000,8.900000,4.700000,10.800000,12.500000,4.400000,5.600000,7.100000,8515
2020/12/20 16:00:00+00,5.700000,9.100000,4.500000,5.100000,7.400000,3.300000,13.300000,4.600000,7.100000,16.400000,4.300000,6.700000,8.800000,8516
2020/12/20 17:00:00+00,5.400000,15.200000,6.500000,6.500000,9.900000,0.800000,10.400000,10.900000,11.800000,9,4.900000,9.300000,9.600000,8517
2020/12/20 18:00:00+00,6.100000,15,9.500000,5.900000,22.300000,1.500000,15.300000,11.200000,11.800000,16.900000,5.600000,8.600000,11.300000,8518
2020/12/20 19:00:00+00,7.100000,13,10.200000,3.500000,16,3.200000,15.200000,11.200000,11,17.900000,7.600000,9.200000,10.300000,8519
2020/12/20 20:00:00+00,8.200000,12.600000,8.700000,1.400000,17.700000,6.100000,26.500000,14.600000,13.100000,15.500000,9.200000,5.700000,15.600000,8520
2020/12/20 21:00:00+00,9.400000,8.400000,8.800000,3.500000,15,4.700000,22.900000,10.800000,17,18.800000,9.900000,7.200000,11.400000,8521
2020/12/20 22:00:00+00,16.200000,5,16.600000,7.200000,16.900000,3.500000,19.100000,12.200000,13,11,9.800000,8.400000,12.600000,8522
2020/12/20 23:00:00+00,13.100000,8.300000,15.600000,4.600000,15.400000,5.500000,19.400000,13.200000,10.700000,10.400000,8.500000,7.400000,10.500000,8523
2020/12/21 00:00:00+00,12.100000,7.600000,9.100000,2.600000,14.800000,3.200000,13.900000,12.500000,11.700000,5.500000,7.300000,5.600000,11.300000,8524
2020/12/21 01:00:00+00,10.600000,4.400000,12.700000,2.200000,10.800000,0.600000,8.200000,10.300000,12.200000,10.600000,6.900000,4.400000,8.800000,8525
2020/12/21 02:00:00+00,8.300000,5.700000,8.100000,2.400000,8.900000,5.100000,7.400000,7.700000,9.600000,7.900000,7.200000,4.200000,10.600000,8526
2020/12/21 03:00:00+00,7.800000,5.200000,11.100000,1.500000,8.300000,5.400000,10.600000,6,6.400000,4.700000,6.800000,5.800000,8,8527
2020/12/21 04:00:00+00,4.800000,2.300000,5.900000,3.900000,5.700000,3.300000,8.800000,5.800000,3.700000,10.800000,5.700000,4.800000,5.500000,8528
2020/12/21 05:00:00+00,6.400000,6.800000,1.800000,2.700000,3.700000,3.600000,8.200000,10.500000,16.900000,6.700000,5.400000,4.100000,6.600000,8529
2020/12/21 06:00:00+00,4.100000,5.300000,2.600000,0.900000,4.900000,4.800000,15.300000,7.500000,15.200000,4.700000,5,3.400000,7.500000,8530
2020/12/21 07:00:00+00,3.900000,4.600000,5.300000,1.900000,5.800000,3.500000,13.800000,11,17.700000,8.600000,4.900000,3.500000,10,8531
2020/12/21 08:00:00+00,4.300000,5,7.700000,1,8.600000,2.400000,12.200000,10.300000,13.500000,6.700000,4.500000,3.200000,7.700000,8532
2020/12/21 09:00:00+00,2.900000,4.600000,9.700000,5.200000,7.300000,0.600000,9.300000,8,13.100000,5,4.200000,5.200000,7,8533
2020/12/21 10:00:00+00,3.300000,5.300000,9.900000,4.200000,5.100000,,12,6.800000,8.300000,4.600000,3.400000,3.100000,4.900000,8534
2020/12/21 11:00:00+00,2.500000,3.700000,6.100000,0.300000,4.400000,,11.900000,7.300000,16.200000,3.300000,3.100000,1.500000,4.900000,8535
2020/12/21 12:00:00+00,3.100000,1.300000,4.500000,5.400000,4.600000,2.100000,7.300000,3.900000,10.900000,3.800000,2.300000,3.600000,4.900000,8536
2020/12/21 13:00:00+00,3.300000,2.400000,5.500000,0.700000,3.600000,2.300000,9.800000,2.300000,12.800000,7.500000,1.700000,,3.700000,8537
2020/12/21 14:00:00+00,1.300000,1.500000,4.700000,0,5.500000,2.600000,12.900000,4,13.900000,8,,,4.600000,8538
2020/12/21 15:00:00+00,2.400000,5.800000,3.800000,1,4.800000,1.700000,10.800000,3.900000,9,8.800000,,,11.900000,8539
2020/12/21 16:00:00+00,2.900000,4.600000,3.700000,0,2.300000,3.100000,8.300000,2.800000,10.800000,8.300000,1.800000,,8.600000,8540
2020/12/21 17:00:00+00,4.600000,10,4.400000,0,3.700000,2.200000,7.700000,10.600000,9.500000,11,1.900000,2.400000,5.700000,8541
2020/12/21 18:00:00+00,3.500000,6.900000,3.300000,0.700000,5.600000,1.700000,9.400000,6.900000,6.900000,6.900000,2.300000,0.600000,3.400000,8542
2020/12/21 19:00:00+00,3.400000,3.900000,1.800000,2.400000,4.100000,4.800000,10.900000,7.300000,6.400000,10,2.400000,1,2.300000,8543
2020/12/21 20:00:00+00,3.600000,2.900000,4,1.400000,2.500000,5.700000,8.100000,6.600000,12,6.400000,1.800000,1.600000,7.100000,8544
2020/12/21 21:00:00+00,2.800000,2.900000,2.800000,0.100000,4.700000,4.200000,4.700000,7.500000,9.500000,5.900000,2.200000,0,5.300000,8545
2020/12/21 22:00:00+00,4.300000,5,2.200000,0.700000,3.700000,0.800000,5.200000,4.700000,7.600000,4.800000,1.800000,1.400000,3.900000,8546
2020/12/21 23:00:00+00,4,2.500000,2.700000,1.700000,4,0,7,2.800000,5.100000,3.200000,1.700000,5,2.600000,8547
2020/12/22 00:00:00+00,0.300000,6.700000,0.900000,0.700000,5.500000,0.700000,6.200000,4.200000,5.300000,3.600000,1.700000,5.300000,5.600000,8548
2020/12/22 01:00:00+00,2.200000,5.500000,3.400000,0.100000,4.300000,3.600000,4.800000,1.700000,4.500000,4.700000,1.800000,2.400000,5.500000,8549
2020/12/22 02:00:00+00,0.700000,2.900000,3.100000,0,2.500000,0,3.600000,0.200000,4.300000,2.200000,1.200000,1.500000,2.300000,8550
2020/12/22 03:00:00+00,0.600000,0,0.100000,0,6.800000,0,2.700000,4.600000,,0,1,3.900000,2.800000,8551
2020/12/22 04:00:00+00,0,1.200000,2.400000,0.200000,8,0,2.400000,5.100000,,0.200000,0.900000,2.500000,4.600000,8552
2020/12/22 05:00:00+00,0,1.200000,3.600000,0.600000,11.200000,0,4,5.100000,,1.400000,0.700000,0.900000,4.800000,8553
2020/12/22 06:00:00+00,1,2.900000,0.800000,0,12.300000,0.700000,3,3.200000,,1.200000,0.700000,0.900000,3.600000,8554
2020/12/22 07:00:00+00,0.100000,5.100000,3,0,9,0,7,1,,3.200000,0.600000,0.300000,1.700000,8555
2020/12/22 08:00:00+00,0.500000,8,1.900000,,12.700000,0,6.900000,2.100000,,4.700000,0.800000,4.100000,2.800000,8556
2020/12/22 09:00:00+00,1.400000,7.600000,0,0,9.500000,1.100000,4,2.600000,,5.500000,1.200000,2.800000,4.500000,8557
2020/12/22 10:00:00+00,1.600000,3.500000,0,4.900000,6.600000,3.900000,,6.800000,,10.200000,1.100000,1.200000,7.300000,8558
2020/12/22 11:00:00+00,2.500000,3.300000,0.400000,3.400000,4.800000,2.200000,,6.500000,,7.900000,1.300000,1.500000,5.200000,8559
2020/12/22 12:00:00+00,1.500000,2.400000,0.800000,2,7.200000,0,,3,,9.700000,1.200000,2.100000,5.700000,8560
2020/12/22 13:00:00+00,0.500000,1.700000,2.600000,0.800000,7.900000,0,5.800000,2.600000,,6.200000,1.300000,1.900000,5.200000,8561
2020/12/22 14:00:00+00,2.700000,4.500000,6.100000,0,6.800000,0,8.600000,4.600000,,4.400000,1.300000,1,5.500000,8562
2020/12/22 15:00:00+00,2.300000,5.400000,4.700000,0,3.700000,0,5.800000,4,,7.400000,0.900000,0.700000,7.700000,8563
2020/12/22 16:00:00+00,2.900000,9.400000,0,0.200000,1.400000,2.400000,5.200000,3.300000,,7.300000,1.100000,3.400000,4.700000,8564
2020/12/22 17:00:00+00,0.900000,10.500000,0.400000,4.800000,6.800000,5.100000,5.600000,8.300000,,6,1.600000,4.100000,5.400000,8565
2020/12/22 18:00:00+00,2.700000,8.200000,1.500000,5.800000,5.200000,3.100000,3.900000,6.200000,,4.900000,1.500000,6.900000,6.800000,8566
2020/12/22 19:00:00+00,2.800000,6.600000,0,3.700000,6.100000,0,10.800000,6.100000,,4.900000,1.800000,6.200000,5.700000,8567
2020/12/22 20:00:00+00,3.200000,5.800000,0.900000,1.800000,4.400000,3.500000,11.100000,6.600000,,4.400000,2.200000,6.700000,4.900000,8568
2020/12/22 21:00:00+00,5,5.400000,2.600000,2.700000,1.600000,4.700000,7.900000,6.700000,,3.200000,2.400000,4.300000,8.200000,8569
2020/12/22 22:00:00+00,3.200000,8.200000,0,4.300000,2.500000,1.600000,7.800000,4.900000,,4.300000,1.800000,4.400000,5.900000,8570
2020/12/22 23:00:00+00,2.800000,6.700000,0,5.400000,3.200000,1.500000,7.900000,7.900000,,1.700000,1.700000,4.700000,4.200000,8571
2020/12/23 00:00:00+00,3.700000,2.300000,1.500000,4.500000,4.200000,2.300000,7.200000,8.900000,,1.200000,1.400000,1.300000,3.700000,8572
2020/12/23 01:00:00+00,4.400000,5.700000,1.500000,1.600000,5.300000,2.400000,7.700000,7.100000,,1.700000,1.300000,5.500000,5.300000,8573
2020/12/23 02:00:00+00,3.900000,5.400000,1.300000,0.800000,4.700000,3.200000,10.300000,8.100000,,1,1.300000,5.200000,5.800000,8574
2020/12/23 03:00:00+00,4.400000,3.500000,5.800000,2,4,0.400000,9.200000,7.300000,,4.900000,3.500000,11,8.900000,8575
2020/12/23 04:00:00+00,4.700000,4.200000,7,1.400000,4.500000,0.100000,13.100000,5.200000,,6.200000,4.300000,5.100000,7.500000,8576
2020/12/23 05:00:00+00,5.200000,6.500000,4.700000,4.400000,4.800000,,9.200000,3.400000,,8.700000,4,0.200000,6.900000,8577
2020/12/23 06:00:00+00,4,8.500000,2.600000,1.600000,3.800000,2.500000,15.600000,1.800000,,12.600000,3.800000,2.500000,7.400000,8578
2020/12/23 07:00:00+00,2.900000,5.800000,4.500000,0.200000,4.800000,0.400000,11.600000,4.400000,,10.400000,3.600000,7.800000,7.600000,8579
2020/12/23 08:00:00+00,5.700000,3.700000,5.200000,1.600000,16.500000,1.900000,9.900000,3.600000,,9.200000,3.300000,7.100000,8.100000,8580
2020/12/23 09:00:00+00,4.900000,3.700000,5.600000,0.700000,12,,16,5,,12.700000,4.200000,6.900000,7.800000,8581
2020/12/23 10:00:00+00,2.800000,1.300000,7,0.600000,11.200000,1.600000,10.100000,5.100000,,12.800000,4.600000,4.700000,5.800000,8582
2020/12/23 11:00:00+00,5.300000,8.800000,5.500000,0.400000,6.400000,,11,6,,7.500000,4.900000,3.900000,5.600000,8583
2020/12/23 12:00:00+00,,8.200000,2.900000,0,6.700000,6,14.700000,8.400000,,14.900000,4.600000,1.500000,7.300000,8584
2020/12/23 13:00:00+00,,6.100000,2.800000,3.400000,6.200000,4.100000,12.800000,6.500000,,12.100000,3.400000,4.200000,6.200000,8585
2020/12/23 14:00:00+00,,3.600000,3.500000,4.100000,6.700000,6,11.700000,5.600000,,9.700000,3.800000,6.300000,9.400000,8586
2020/12/23 15:00:00+00,5.300000,4.200000,2.400000,3.400000,4.800000,7.400000,8.600000,6.500000,,12.600000,3.800000,6.800000,7.800000,8587
2020/12/23 16:00:00+00,7.200000,6.900000,1.200000,2.500000,5.200000,6.700000,6.700000,5.500000,10.100000,12.700000,3.600000,5.200000,6.500000,8588
2020/12/23 17:00:00+00,5.800000,4.600000,2.400000,1.800000,4.100000,,10.400000,7.100000,18.300000,10.900000,3.400000,3.200000,5.200000,8589
2020/12/23 18:00:00+00,6.200000,5.600000,,3.900000,6.100000,,11.600000,9,14.300000,8.400000,4.900000,10.100000,5.800000,8590
2020/12/23 19:00:00+00,5.700000,7.400000,5.500000,2.300000,5.500000,8.200000,8.700000,7.600000,16.600000,8.800000,6,7.600000,7.700000,8591
2020/12/23 20:00:00+00,6,5.200000,4.300000,4.100000,7.400000,8.900000,9.500000,8.300000,15.500000,11.800000,6.600000,6,5.500000,8592
2020/12/23 21:00:00+00,7.100000,8.500000,5.800000,3.500000,7.400000,,6.500000,7,12,8.700000,6.200000,6.700000,7.600000,8593
2020/12/23 22:00:00+00,5.500000,9.200000,8.400000,2.500000,5.700000,,12.700000,6.800000,11.500000,7.500000,5.900000,4.700000,8.100000,8594
2020/12/23 23:00:00+00,5.300000,7.900000,5.900000,8.300000,6.500000,,11,7.600000,8.100000,7.800000,5.900000,5.800000,5.200000,8595
2020/12/24 00:00:00+00,5.900000,7.500000,6.500000,5,5.100000,,11.700000,5.800000,6.500000,4.700000,5.900000,3.600000,6.900000,8596
2020/12/24 01:00:00+00,7.100000,7.700000,5.800000,2.100000,2.100000,,12.300000,4,11,4.900000,5.500000,1.100000,4.900000,8597
2020/12/24 02:00:00+00,4.200000,5.800000,4.800000,2.300000,2,,9.300000,9.100000,5.300000,6.900000,3.600000,5.200000,3.400000,8598
2020/12/24 03:00:00+00,4.100000,4.400000,2.500000,1,1.800000,,6.300000,6.300000,7.200000,4.800000,1.200000,4.100000,3.600000,8599
2020/12/24 04:00:00+00,2.500000,1.800000,0,0,0.700000,,4.700000,2.700000,6.600000,1.500000,0.600000,2.600000,1.600000,8600
2020/12/24 05:00:00+00,0,1.700000,0,0,1.800000,,2.600000,2,12.200000,3.200000,0.500000,5.600000,3.800000,8601
2020/12/24 06:00:00+00,0.800000,2.900000,0,0,3.500000,,2.800000,3.500000,11.600000,7.500000,1,4.200000,7.300000,8602
